"Chromosome","Start","End","Gene"
"4",145701592,180421337,"Gene_58372"
"5",70234803,226944762,"Gene_58373"
"5",193288541,193288541,"Gene_58374"
"14",285325058,285325058,"Gene_58375"
"14",279628980,279628980,"Gene_58376"
"6",99834084,245679548,"Gene_58377"
"9",217507632,217507632,"Gene_58378"
"6",36215150,36215150,"Gene_58379"
"18",68253152,153830701,"Gene_58380"
"2",140333359,140333359,"Gene_58381"
"Y",65732080,65732080,"Gene_58382"
"12",13628684,46052778,"Gene_58383"
"17",107604936,107604936,"Gene_58384"
"17",145723272,149204621,"Gene_58385"
"18",119843735,205012746,"Gene_58386"
"12",137273288,195496277,"Gene_58387"
"11",104958262,199450404,"Gene_58388"
"9",257270987,269869870,"Gene_58389"
"15",224916989,262255732,"Gene_58390"
"6",180304677,180304677,"Gene_58391"
"6",37138514,137273682,"Gene_58392"
"14",200959408,200959408,"Gene_58393"
"15",60302825,63446252,"Gene_58394"
"18",58108365,208104179,"Gene_58395"
"13",252297319,252297319,"Gene_58396"
"11",74314275,108180893,"Gene_58397"
"4",53999425,84672841,"Gene_58398"
"9",209096627,209096627,"Gene_58399"
"11",70883496,109269312,"Gene_58400"
"7",216885585,216885585,"Gene_58401"
"11",263375558,263375558,"Gene_58402"
"9",173974243,254697992,"Gene_58403"
"X",12152810,88081180,"Gene_58404"
"6",145893951,165509417,"Gene_58405"
"2",16274933,159817910,"Gene_58406"
"7",83246188,83246188,"Gene_58407"
"12",80517573,80517573,"Gene_58408"
"2",293539459,293539459,"Gene_58409"
"10",135378052,135378052,"Gene_58410"
"2",159947490,271404953,"Gene_58411"
"10",198889441,217972272,"Gene_58412"
"15",118614585,118614585,"Gene_58413"
"11",201313185,201313185,"Gene_58414"
"11",97024127,97024127,"Gene_58415"
"17",235981951,235981951,"Gene_58416"
"7",185588897,193466178,"Gene_58417"
"6",231131855,231131855,"Gene_58418"
"15",185486841,294547159,"Gene_58419"
"17",15472463,46312831,"Gene_58420"
"X",294669538,294669538,"Gene_58421"
"X",267043152,267043152,"Gene_58422"
"6",259351620,259351620,"Gene_58423"
"3",214241216,214241216,"Gene_58424"
"3",125729212,129498624,"Gene_58425"
"2",203595959,203595959,"Gene_58426"
"4",183919742,183919742,"Gene_58427"
"8",122266888,186302909,"Gene_58428"
"8",170194786,224861007,"Gene_58429"
"Y",33955279,215879524,"Gene_58430"
"8",280652163,280652163,"Gene_58431"
"16",29563742,110670052,"Gene_58432"
"8",130448696,259518157,"Gene_58433"
"Y",157801685,187759452,"Gene_58434"
"4",100255450,283877700,"Gene_58435"
"14",184802768,184802768,"Gene_58436"
"12",236642769,236642769,"Gene_58437"
"Y",72745915,104478255,"Gene_58438"
"16",200250248,200250248,"Gene_58439"
"2",158508986,259679621,"Gene_58440"
"Y",281123176,281123176,"Gene_58441"
"5",68440647,283817851,"Gene_58442"
"3",209004122,209004122,"Gene_58443"
"11",195689001,243699432,"Gene_58444"
"5",71393209,138938040,"Gene_58445"
"7",90315730,125167316,"Gene_58446"
"13",59678816,160844315,"Gene_58447"
"13",230625777,230625777,"Gene_58448"
"7",279951267,279951267,"Gene_58449"
"4",266467857,266467857,"Gene_58450"
"18",236753986,236753986,"Gene_58451"
"14",285499533,285499533,"Gene_58452"
"9",3808576,74045562,"Gene_58453"
"16",246009308,283305596,"Gene_58454"
"17",118730334,118730334,"Gene_58455"
"11",157818064,196846040,"Gene_58456"
"1",12897860,246174439,"Gene_58457"
"6",233901014,244799509,"Gene_58458"
"X",63791647,127068542,"Gene_58459"
"10",13272205,145812062,"Gene_58460"
"12",201106867,201106867,"Gene_58461"
"6",47993063,257571613,"Gene_58462"
"10",176137599,176137599,"Gene_58463"
"18",256345936,291691750,"Gene_58464"
"2",195320693,225557554,"Gene_58465"
"13",133866223,201077279,"Gene_58466"
"12",168939306,249982145,"Gene_58467"
"12",16554195,140722922,"Gene_58468"
"10",124490430,160643915,"Gene_58469"
"1",112400296,278608761,"Gene_58470"
"16",66857252,157882945,"Gene_58471"
"5",145847823,221362819,"Gene_58472"
"11",185346733,232879501,"Gene_58473"
"10",73787937,212466709,"Gene_58474"
"X",185418304,201221664,"Gene_58475"
"15",226917158,229417866,"Gene_58476"
"9",218848116,218848116,"Gene_58477"
"13",55917664,55917664,"Gene_58478"
"8",233217816,233217816,"Gene_58479"
"9",245370093,245370093,"Gene_58480"
"Y",44974100,181235327,"Gene_58481"
"9",143807812,143807812,"Gene_58482"
"17",99946152,278811591,"Gene_58483"
"4",217215897,217215897,"Gene_58484"
"16",20402868,133883865,"Gene_58485"
"16",232125557,232125557,"Gene_58486"
"8",164480884,218938455,"Gene_58487"
"10",249014101,249014101,"Gene_58488"
"3",289446704,289446704,"Gene_58489"
"6",251562665,251562665,"Gene_58490"
"8",180139925,180139925,"Gene_58491"
"X",224137052,224137052,"Gene_58492"
"2",93512402,226200802,"Gene_58493"
"11",184251000,184251000,"Gene_58494"
"2",216072940,216072940,"Gene_58495"
"17",215902051,215902051,"Gene_58496"
"1",224102791,224102791,"Gene_58497"
"12",266615510,266615510,"Gene_58498"
"15",283335723,283335723,"Gene_58499"
"14",218810410,218810410,"Gene_58500"
"13",151803583,198698000,"Gene_58501"
"9",188022444,188022444,"Gene_58502"
"18",222871412,273976929,"Gene_58503"
"13",47395123,51455186,"Gene_58504"
"5",233008719,233008719,"Gene_58505"
"8",114462666,155458970,"Gene_58506"
"X",16174405,245192975,"Gene_58507"
"7",295549092,295549092,"Gene_58508"
"17",212794881,286100952,"Gene_58509"
"14",171830477,206184985,"Gene_58510"
"4",117208708,262399153,"Gene_58511"
"3",274298744,274298744,"Gene_58512"
"3",15221531,257937884,"Gene_58513"
"4",212079547,254168745,"Gene_58514"
"8",171791535,171791535,"Gene_58515"
"12",64365072,64365072,"Gene_58516"
"1",28291118,117566444,"Gene_58517"
"8",134010885,173517620,"Gene_58518"
"10",142578619,280254823,"Gene_58519"
"10",42134694,167573819,"Gene_58520"
"16",169941514,169941514,"Gene_58521"
"6",250969089,250969089,"Gene_58522"
"5",167967154,250037769,"Gene_58523"
"9",239395855,239395855,"Gene_58524"
"8",20692294,24800256,"Gene_58525"
"13",258746859,258746859,"Gene_58526"
"18",206422846,206422846,"Gene_58527"
"17",126284333,237457017,"Gene_58528"
"11",124622982,152793783,"Gene_58529"
"15",42174444,171747378,"Gene_58530"
"Y",82243201,98038870,"Gene_58531"
"13",113978399,113978399,"Gene_58532"
"16",151661747,151661747,"Gene_58533"
"3",229621060,229621060,"Gene_58534"
"3",186003070,186003070,"Gene_58535"
"9",69866722,69866722,"Gene_58536"
"14",266660779,266660779,"Gene_58537"
"14",104564695,106820868,"Gene_58538"
"12",38513051,38513051,"Gene_58539"
"8",222155034,238776665,"Gene_58540"
"13",39843575,175327297,"Gene_58541"
"5",104206383,104206383,"Gene_58542"
"4",101606086,101606086,"Gene_58543"
"16",170292253,290866731,"Gene_58544"
"9",182110119,182110119,"Gene_58545"
"14",40734239,40734239,"Gene_58546"
"10",156899243,156899243,"Gene_58547"
"2",30039248,36951148,"Gene_58548"
"18",213402273,213402273,"Gene_58549"
"11",193528210,193528210,"Gene_58550"
"18",42792285,259488194,"Gene_58551"
"7",20408173,217430400,"Gene_58552"
"12",210410497,210410497,"Gene_58553"
"Y",216158201,216158201,"Gene_58554"
"5",200103136,200103136,"Gene_58555"
"17",138306161,138306161,"Gene_58556"
"7",71432258,295517586,"Gene_58557"
"16",279842350,279842350,"Gene_58558"
"12",273078215,295038127,"Gene_58559"
"12",155277772,275605080,"Gene_58560"
"18",41045013,123004156,"Gene_58561"
"4",107717851,107717851,"Gene_58562"
"Y",78377058,189243146,"Gene_58563"
"13",32688425,111539553,"Gene_58564"
"6",26597240,97371287,"Gene_58565"
"4",149951317,149951317,"Gene_58566"
"12",13719449,13719449,"Gene_58567"
"8",291066298,291066298,"Gene_58568"
"7",90279277,90279277,"Gene_58569"
"7",261396721,261396721,"Gene_58570"
"16",29974143,31886610,"Gene_58571"
"4",258724005,258724005,"Gene_58572"
"17",142494632,142494632,"Gene_58573"
"3",23261976,129770347,"Gene_58574"
"17",67755265,209059105,"Gene_58575"
"11",133577990,174436912,"Gene_58576"
"17",148712901,196629666,"Gene_58577"
"1",121073468,172094501,"Gene_58578"
"14",209412374,280717786,"Gene_58579"
"11",200957412,273488885,"Gene_58580"
"5",143913966,143913966,"Gene_58581"
"9",257515,112790587,"Gene_58582"
"5",277337706,277337706,"Gene_58583"
"2",292383743,292383743,"Gene_58584"
"7",254327206,254327206,"Gene_58585"
"3",159448754,159448754,"Gene_58586"
"13",182820217,182820217,"Gene_58587"
"3",252177628,262069906,"Gene_58588"
"16",97116558,97116558,"Gene_58589"
"14",139067196,139223633,"Gene_58590"
"2",229840237,229840237,"Gene_58591"
"17",115641499,115641499,"Gene_58592"
"13",160234307,160234307,"Gene_58593"
"Y",8555537,50870559,"Gene_58594"
"16",55521018,221547491,"Gene_58595"
"Y",11645651,81912387,"Gene_58596"
"Y",265401275,265401275,"Gene_58597"
"9",48362623,268899437,"Gene_58598"
"X",66283677,66283677,"Gene_58599"
"5",5975185,152144076,"Gene_58600"
"3",149029633,149029633,"Gene_58601"
"Y",58176948,69484443,"Gene_58602"
"Y",122653781,250357824,"Gene_58603"
"3",186688660,186688660,"Gene_58604"
"10",121286113,192899121,"Gene_58605"
"18",23023129,230599263,"Gene_58606"
"9",98283525,189157295,"Gene_58607"
"X",74384584,251333597,"Gene_58608"
"14",146550144,153187300,"Gene_58609"
"3",84557970,290767807,"Gene_58610"
"5",92329317,213798678,"Gene_58611"
"3",206552797,206552797,"Gene_58612"
"9",7896729,246187742,"Gene_58613"
"12",137901474,137901474,"Gene_58614"
"16",79954536,140852649,"Gene_58615"
"6",102855548,122318750,"Gene_58616"
"12",217391268,294651169,"Gene_58617"
"11",193622990,193622990,"Gene_58618"
"14",131970922,131970922,"Gene_58619"
"7",94886125,165678764,"Gene_58620"
"Y",55671449,138981130,"Gene_58621"
"18",127534899,127534899,"Gene_58622"
"7",111331208,111331208,"Gene_58623"
"17",66964268,66964268,"Gene_58624"
"X",142645090,275394614,"Gene_58625"
"7",243709081,243709081,"Gene_58626"
"18",81236004,81236004,"Gene_58627"
"6",76464175,79337619,"Gene_58628"
"9",96234523,239181618,"Gene_58629"
"12",188800760,218163455,"Gene_58630"
"3",22067261,221343060,"Gene_58631"
"6",58029367,75525659,"Gene_58632"
"13",105033110,208720909,"Gene_58633"
"4",107832492,239860607,"Gene_58634"
"6",215739107,215739107,"Gene_58635"
"Y",75341277,75341277,"Gene_58636"
"10",104137789,155692232,"Gene_58637"
"17",146532404,183944107,"Gene_58638"
"18",9062127,34128503,"Gene_58639"
"11",186183523,224114313,"Gene_58640"
"11",279893555,279893555,"Gene_58641"
"17",45440867,289762183,"Gene_58642"
"8",65601156,199673922,"Gene_58643"
"X",163982204,163982204,"Gene_58644"
"18",120547765,120547765,"Gene_58645"
"14",46270137,175607807,"Gene_58646"
"Y",15978565,232762041,"Gene_58647"
"13",166310091,166310091,"Gene_58648"
"X",237254106,237254106,"Gene_58649"
"18",158129241,255489057,"Gene_58650"
"8",202693482,202693482,"Gene_58651"
"2",120239263,120239263,"Gene_58652"
"X",65324589,186485274,"Gene_58653"
"18",47031319,103922282,"Gene_58654"
"10",148086003,148086003,"Gene_58655"
"X",145982267,145982267,"Gene_58656"
"Y",124154251,295179879,"Gene_58657"
"Y",253100578,253100578,"Gene_58658"
"6",132548717,132548717,"Gene_58659"
"15",31336859,282995144,"Gene_58660"
"14",209600724,209600724,"Gene_58661"
"Y",135295830,217028070,"Gene_58662"
"17",266162545,266162545,"Gene_58663"
"2",142046222,173346378,"Gene_58664"
"4",141375488,149973948,"Gene_58665"
"6",48780703,48780703,"Gene_58666"
"18",248320725,248320725,"Gene_58667"
"9",257133614,257133614,"Gene_58668"
"7",57362131,133411310,"Gene_58669"
"7",167264818,167264818,"Gene_58670"
"3",39376464,170439095,"Gene_58671"
"4",215934812,250570867,"Gene_58672"
"10",243504296,243504296,"Gene_58673"
"4",221481741,221481741,"Gene_58674"
"12",143329927,143329927,"Gene_58675"
"14",71829246,152419817,"Gene_58676"
"4",19264254,95349014,"Gene_58677"
"3",84744024,84744024,"Gene_58678"
"3",146539388,158410304,"Gene_58679"
"17",203653061,203653061,"Gene_58680"
"15",266584283,266584283,"Gene_58681"
"13",89829633,283670223,"Gene_58682"
"9",28121235,95355028,"Gene_58683"
"5",266360155,266360155,"Gene_58684"
"8",55039198,220170616,"Gene_58685"
"5",140604570,140604570,"Gene_58686"
"16",278039947,278039947,"Gene_58687"
"10",282531402,282531402,"Gene_58688"
"7",274245696,274245696,"Gene_58689"
"7",274493192,274493192,"Gene_58690"
"10",78279547,195203608,"Gene_58691"
"2",67717199,171745411,"Gene_58692"
"14",77391822,115694881,"Gene_58693"
"17",174031399,174031399,"Gene_58694"
"16",274365063,274365063,"Gene_58695"
"10",294373045,294373045,"Gene_58696"
"1",248489952,248489952,"Gene_58697"
"11",25342289,25342289,"Gene_58698"
"7",87061289,259804387,"Gene_58699"
"14",104560372,121556557,"Gene_58700"
"12",129939320,129939320,"Gene_58701"
"10",79878950,210786877,"Gene_58702"
"17",76238790,76238790,"Gene_58703"
"1",188103307,188103307,"Gene_58704"
"17",280185200,280185200,"Gene_58705"
"X",74561210,74561210,"Gene_58706"
"1",171471947,282848029,"Gene_58707"
"16",167242474,167242474,"Gene_58708"
"9",52290563,266395544,"Gene_58709"
"15",60335663,186484144,"Gene_58710"
"5",63579444,286739689,"Gene_58711"
"Y",142735343,158229075,"Gene_58712"
"3",85058729,96361192,"Gene_58713"
"4",127755297,127755297,"Gene_58714"
"13",215758213,215758213,"Gene_58715"
"5",229799591,282141730,"Gene_58716"
"10",200894645,215567150,"Gene_58717"
"3",137465531,156297379,"Gene_58718"
"8",40164390,40164390,"Gene_58719"
"14",219936048,263843294,"Gene_58720"
"5",95585012,95585012,"Gene_58721"
"11",64518418,64518418,"Gene_58722"
"X",150440061,279854362,"Gene_58723"
"3",25510357,178838036,"Gene_58724"
"14",130888721,132528124,"Gene_58725"
"X",85385020,204237096,"Gene_58726"
"8",39990157,150966010,"Gene_58727"
"13",71666120,287696694,"Gene_58728"
"9",117331732,117331732,"Gene_58729"
"11",126457599,172536464,"Gene_58730"
"3",285326778,285326778,"Gene_58731"
"7",8965500,91695673,"Gene_58732"
"10",2371108,242445049,"Gene_58733"
"16",152259449,152259449,"Gene_58734"
"5",167766786,167766786,"Gene_58735"
"13",149206615,186912346,"Gene_58736"
"Y",100391686,100391686,"Gene_58737"
"7",128571208,156575302,"Gene_58738"
"11",203544092,203544092,"Gene_58739"
"6",167968871,167968871,"Gene_58740"
"11",214519623,259422740,"Gene_58741"
"12",10159788,29167680,"Gene_58742"
"9",241319915,241319915,"Gene_58743"
"6",11727033,36917756,"Gene_58744"
"3",199546422,199546422,"Gene_58745"
"18",68083661,241174572,"Gene_58746"
"4",230060296,230060296,"Gene_58747"
"18",234379071,234379071,"Gene_58748"
"8",258197524,258197524,"Gene_58749"
"15",201201272,201201272,"Gene_58750"
"2",172337267,268167834,"Gene_58751"
"18",161679176,161679176,"Gene_58752"
"16",149971434,149971434,"Gene_58753"
"16",175049551,268179769,"Gene_58754"
"1",40421222,230583661,"Gene_58755"
"Y",51158505,51158505,"Gene_58756"
"16",40578338,292465900,"Gene_58757"
"16",132379842,132379842,"Gene_58758"
"16",165776856,165776856,"Gene_58759"
"9",140992722,147578776,"Gene_58760"
"17",241897536,241897536,"Gene_58761"
"15",54449738,54449738,"Gene_58762"
"14",237714968,237714968,"Gene_58763"
"6",88283848,253136659,"Gene_58764"
"10",10750526,271667794,"Gene_58765"
"11",69181893,84782042,"Gene_58766"
"8",84324052,291653019,"Gene_58767"
"13",255264837,255264837,"Gene_58768"
"16",93187521,114888004,"Gene_58769"
"3",244089334,244089334,"Gene_58770"
"7",281126967,281126967,"Gene_58771"
"3",253245376,253245376,"Gene_58772"
"11",110810354,110810354,"Gene_58773"
"8",285123235,285123235,"Gene_58774"
"18",97785753,97785753,"Gene_58775"
"6",148598485,208418296,"Gene_58776"
"5",245198271,281968330,"Gene_58777"
"4",12138611,25901808,"Gene_58778"
"Y",283614414,283614414,"Gene_58779"
"12",26403194,46521633,"Gene_58780"
"3",284414549,289149163,"Gene_58781"
"15",82965521,108921733,"Gene_58782"
"15",140674372,169422184,"Gene_58783"
"15",93891662,205560546,"Gene_58784"
"16",1750638,116852663,"Gene_58785"
"18",232031307,232031307,"Gene_58786"
"12",103688527,123454982,"Gene_58787"
"4",240002725,240002725,"Gene_58788"
"6",180866415,200128862,"Gene_58789"
"11",210572112,210572112,"Gene_58790"
"8",140364527,244863393,"Gene_58791"
"Y",263352618,263352618,"Gene_58792"
"2",13781915,206886969,"Gene_58793"
"7",93502363,93502363,"Gene_58794"
"6",90084122,257855340,"Gene_58795"
"17",214118304,240771046,"Gene_58796"
"Y",259734263,259734263,"Gene_58797"
"4",260727122,260727122,"Gene_58798"
"9",209306794,238895394,"Gene_58799"
"2",226957939,226957939,"Gene_58800"
"9",84406623,96476752,"Gene_58801"
"14",190888908,190888908,"Gene_58802"
"8",37103173,37103173,"Gene_58803"
"2",166489007,166489007,"Gene_58804"
"18",69543521,167905631,"Gene_58805"
"1",161805372,161805372,"Gene_58806"
"13",62239755,235789390,"Gene_58807"
"1",235506286,235506286,"Gene_58808"
"8",146162851,167510180,"Gene_58809"
"15",78304316,93311752,"Gene_58810"
"13",200832722,200832722,"Gene_58811"
"X",38560020,196572638,"Gene_58812"
"Y",79175191,267638512,"Gene_58813"
"13",281379053,281379053,"Gene_58814"
"12",241494117,241494117,"Gene_58815"
"X",168849376,168849376,"Gene_58816"
"6",154305401,183111244,"Gene_58817"
"4",218811799,218811799,"Gene_58818"
"7",195014396,195014396,"Gene_58819"
"17",79326089,287757579,"Gene_58820"
"9",122597368,122597368,"Gene_58821"
"4",71474213,258439993,"Gene_58822"
"5",289659569,289659569,"Gene_58823"
"4",92506323,92506323,"Gene_58824"
"X",70526584,70526584,"Gene_58825"
"18",31143560,227390568,"Gene_58826"
"3",199907751,199907751,"Gene_58827"
"5",21239808,111446055,"Gene_58828"
"17",191439945,289570240,"Gene_58829"
"Y",266561694,266561694,"Gene_58830"
"14",216384545,216384545,"Gene_58831"
"11",48188445,272757971,"Gene_58832"
"18",273054665,273054665,"Gene_58833"
"X",166520172,166520172,"Gene_58834"
"15",191503159,191503159,"Gene_58835"
"Y",137621741,239706136,"Gene_58836"
"12",89964234,287694739,"Gene_58837"
"6",55992795,118435810,"Gene_58838"
"15",190944740,190944740,"Gene_58839"
"X",75988722,201420005,"Gene_58840"
"6",277074275,277074275,"Gene_58841"
"11",205887895,205887895,"Gene_58842"
"11",121855062,203622771,"Gene_58843"
"1",234954785,234954785,"Gene_58844"
"4",232454241,272341605,"Gene_58845"
"18",89310922,138905297,"Gene_58846"
"Y",269597672,269597672,"Gene_58847"
"8",96877144,250661056,"Gene_58848"
"14",223050379,223050379,"Gene_58849"
"2",269935002,269935002,"Gene_58850"
"15",117028579,145004119,"Gene_58851"
"1",250193166,274168472,"Gene_58852"
"12",32834578,32834578,"Gene_58853"
"18",269762934,269762934,"Gene_58854"
"18",29324244,238551350,"Gene_58855"
"16",23305275,260528770,"Gene_58856"
"Y",74175900,149094008,"Gene_58857"
"16",228639999,246489386,"Gene_58858"
"12",99662750,143830853,"Gene_58859"
"9",122365930,174155727,"Gene_58860"
